id	name	ICD-10-CM	MeSH	OMIM	SNOMED CT	GTR
spina-bifida	Spina bifida	Q05,Q07.03,Q05.9,Q05.8,Q07.01,Q05.3,Q05.5,Q05.1,Q05.6,Q76.0,Q05.7,Q05.2,Q05.4,Q05.0	D016135	601634,182940	67531005,61819007	C0027794,C1866558
spinal-and-bulbar-muscular-atrophy	Spinal and bulbar muscular atrophy		D055534	313200	230253001	C1839259
spinal-muscular-atrophy	Spinal muscular atrophy	G12.0,G12.1	D009134	271150,253300,253550,253400	5262007,128212001,54280009,85505000,64383006	C0043116,C1838230,C0393538,C0152109
spinal-muscular-atrophy-with-lower-extremity-predominance	Spinal muscular atrophy with lower extremity predominance		D014897	158600,615290	5262007	C1834690
spinal-muscular-atrophy-with-progressive-myoclonic-epilepsy	Spinal muscular atrophy with progressive myoclonic epilepsy		D009134,D020191	159950	703524005	C1834569
spinal-muscular-atrophy-with-respiratory-distress-type-1	Spinal muscular atrophy with respiratory distress type 1		D014897	604320	711483003	C1858517
spinocerebellar-ataxia-type-1	Spinocerebellar ataxia type 1		D020754	164400	715748006	C0752120
spinocerebellar-ataxia-type-2	Spinocerebellar ataxia type 2		D020754	183090	715751004	C0752121
spinocerebellar-ataxia-type-36	Spinocerebellar ataxia type 36		D020754	614153	711158005	C3472711
spinocerebellar-ataxia-type-3	Spinocerebellar ataxia type 3		D017827	109150	91952008	C0024408
spinocerebellar-ataxia-type-6	Spinocerebellar ataxia type 6		D020754	183086	715752006	C0752124
spondylocarpotarsal-synostosis-syndrome	Spondylocarpotarsal synostosis syndrome		D010009	272460	702351004	C1848934
spondylocostal-dysostosis	Spondylocostal dysostosis		D004413	613686,609813,122600,277300,608681,616566	61367005	C1853296,C1837549,C4083048,C4225279,CN032975,C0265343,C3150942
spondyloenchondrodysplasia-with-immune-dysregulation	Spondyloenchondrodysplasia with immune dysregulation		D007153,D010009	607944	703523004	C1842763
spondyloepimetaphyseal-dysplasia-strudwick-type	Spondyloepimetaphyseal dysplasia, Strudwick type		D003095,D010009	184250	702350003	C0700635
spondyloepiphyseal-dysplasia-congenita	Spondyloepiphyseal dysplasia congenita	Q77.7	D010009	183900	278713008	C2745959
spondyloperipheral-dysplasia	Spondyloperipheral dysplasia		D003095,D010009	271700	702339001	C0796173
spondylothoracic-dysostosis	Spondylothoracic dysostosis		D004413	277300,608681	61367005	C0265343
sporadic-hemiplegic-migraine	Sporadic hemiplegic migraine	G43.401,G43.419,G43.411,G43.409,G43.40,G43.41,G43.4	D020325	602481	230464001	
srd5a3-congenital-disorder-of-glycosylation	SRD5A3-congenital disorder of glycosylation		D018981	612379		C4317224
stac3-disorder	STAC3 disorder		D009135	255995	723439002	C1850625
stargardt-macular-degeneration	Stargardt macular degeneration	H35.53	D008268	600110,248200	70099003,47673003	C1838644,C1855465
steatocystoma-multiplex	Steatocystoma multiplex	L72.2	D062685	184500	109433009	C0259771
stevens-johnson-syndrome-toxic-epidermal-necrolysis	Stevens-Johnson syndrome/toxic epidermal necrolysis	L51.3,L51.1	D013262	608579	73442001,124911000119100	
stickler-syndrome	Stickler syndrome		D003095	184840,614134,108300,604841,609508,154780,614284	33410002,78675000	C2020284,C3279941,C1858084,C1848488,C0265253,C3280342,C0265235
sting-associated-vasculopathy-with-onset-in-infancy	STING-associated vasculopathy with onset in infancy		D056660	615934	711164003	C4014722
stormorken-syndrome	Stormorken syndrome		D013921,D000015	185070	711407000	C1861451
sturge-weber-syndrome	Sturge-Weber syndrome	Q85.8	D013341	185300	19886006	C0038505
stuve-wiedemann-syndrome	Stüve-Wiedemann syndrome		D010009	601559	254097005	C0796176
stxbp1-encephalopathy	STXBP1 encephalopathy		D001925,D004831	612164	230429005	C2677326
subcortical-band-heterotopia	Subcortical band heterotopia		D054221	300067,607432		C1848201
succinate-coa-ligase-deficiency	Succinate-CoA ligase deficiency		D028361	245400,612073	445275003	C2749864,C3151476
succinic-semialdehyde-dehydrogenase-deficiency	Succinic semialdehyde dehydrogenase deficiency		D020739	271980	49748000	C0268631
succinyl-coa3-ketoacid-coa-transferase-deficiency	Succinyl-CoA:3-ketoacid CoA transferase deficiency		D007662	245050	124366000,238004006	C0342792
sudden-infant-death-with-dysgenesis-of-the-testes-syndrome	Sudden infant death with dysgenesis of the testes syndrome		D013398,D006061	608800	711157000	C1837371
supravalvular-aortic-stenosis	Supravalvular aortic stenosis	Q25.3	D021921	185500	268185002	C0003499
surfactant-dysfunction	Surfactant dysfunction	J84.83	D017563	265120,610913,614370,300770	328641000119109	C1968602,C1970470,C3280574,C2677877
swyer-syndrome	Swyer syndrome	Q97.3	D006061	612965,613762,154230,233420,400044,616067,613080,300018	95218005	CN043561,C2936694
syngap1-related-intellectual-disability	SYNGAP1-related intellectual disability		D008607	612621		C2675473
systemic-lupus-erythematosus	Systemic lupus erythematosus	M32	D008180	609939,607965,609903,610927,607279,612254,601744,614420,607967,605480,605218,610065,612251,300809,612253,610066,152700,608437,613145,612378,607966	55464009	C3280742,C1854577,C1970455,C1835919,C2677097,C1866373
systemic-mastocytosis	Systemic mastocytosis	D47.02	D034721	154800	397016004	C0221013
systemic-scleroderma	Systemic scleroderma	M34.8,M34.1,M34,M34.0,M34.81,M34.83,M34.9,M34.89,M34.82	D012595	181750	89155008	
tangier-disease	Tangier disease		D013631	205400	838348004,723579009,15346004	C0039292
tarsal-carpal-coalition-syndrome	Tarsal-carpal coalition syndrome		D013580	186570	702312009	C1861305
tay-sachs-disease	Tay-Sachs disease	E75.02	D013661	272800	111385000	C0039373
t-cell-immunodeficiency-congenital-alopecia-and-nail-dystrophy	T-cell immunodeficiency, congenital alopecia, and nail dystrophy		D016511	601705	720345008	C1866426
terminal-osseous-dysplasia	Terminal osseous dysplasia		D010009	300244		C1846129
tetra-amelia-syndrome	Tetra-amelia syndrome	Q73.0	D004480,D000015	618021,273395	702313004	C4747923,C4012268
tetrahydrobiopterin-deficiency	Tetrahydrobiopterin deficiency	E70.1	D010661	264070,261630,233910,261640	237914002,68724006,45116002,23447005,58256000,276261007	C1849700,C0268467,C0878676,C0268465
tetrasomy-18p	Tetrasomy 18p		D025063	614290	698849002	C0795868
thanatophoric-dysplasia	Thanatophoric dysplasia	Q77.1	D013796	187601,187600	29352008,389158007	C1300257,C1868678
thiamine-responsive-megaloblastic-anemia-syndrome	Thiamine-responsive megaloblastic anemia syndrome		D000749	249270	237617006	C0342287
thiopurine-s-methyltransferase-deficiency	Thiopurine S-methyltransferase deficiency		D011686,D004342	610460		C0342801
thrombocytopenia-absent-radius-syndrome	Thrombocytopenia-absent radius syndrome		D038062	274000	85589009	C0175703
thrombotic-thrombocytopenic-purpura	Thrombotic thrombocytopenic purpura	D69.42	D011697	274150	78129009,373420004	C1268935
tibial-muscular-dystrophy	Tibial muscular dystrophy		D049310	600334	698846009	C1838244
tietz-syndrome	Tietz syndrome		D017496	103500	403805009	C0391816
timothy-syndrome	Timothy syndrome		D008133,D013576,D000015	601005	719907006,699256006	C1832916
tk2-related-mitochondrial-dna-depletion-syndrome-myopathic-form	TK2-related mitochondrial DNA depletion syndrome, myopathic form		D017240	609560	703527003	C3149750
tourette-syndrome	Tourette syndrome	F95.2	D005879	137580	5158005	C0040517
townes-brocks-syndrome	Townes-Brocks Syndrome		D001006,D000015	617466,107480	24750000	C4551481
transcobalamin-deficiency	Transcobalamin deficiency	D51.2	D008661	275350	237934001	C0342701
transthyretin-amyloidosis	Transthyretin amyloidosis	E85.82	D028227	105210	398229007,4463009	C2751492
treacher-collins-syndrome	Treacher Collins syndrome	Q75.4	D008342	154500,613717,248390	82203000	C0242387
trichohepatoenteric-syndrome	Trichohepatoenteric syndrome		D003968	614602,222470	703406006	C3281289,C1857276
trichorhinophalangeal-syndrome-type-ii	Trichorhinophalangeal syndrome type II		D015826	150230	41069008	C0023003
trichorhinophalangeal-syndrome-type-i	Trichorhinophalangeal syndrome type I		D015826	190350	254091006	C0432233
trichothiodystrophy	Trichothiodystrophy		D054463	601675,234050	403796005,723551003	C5231403,C4017171,C1313961,C1866504,C5562057,C5562058,C4310785,C4225344,C4225420
trimethylaminuria	Trimethylaminuria	E72.52	D008661	602079	237959005	C0342739
triosephosphate-isomerase-deficiency	Triosephosphate isomerase deficiency	D55.2	D002239	615512	44641000	C1860808
triple-a-syndrome	Triple A syndrome		D000309,D007766,D004931	231550	45414006	C0271742
trisomy-13	Trisomy 13	Q91.6,Q91.7,Q91.5,Q91.4	D000073839		737540008,254268004,21111006	C0152095
trisomy-18	Trisomy 18	Q91.1,Q91.5,Q91.2,Q91.7,Q91,Q91.4,Q91.6,Q91.0,Q91.3	D000073842		51500006,737541007,254266000	C0152096
trisomy-x	Trisomy X	Q97.0	D025064		35111009	C0221033
trnt1-deficiency	TRNT1 deficiency		D000756,D012174	616084,616959		C4310776,C4015172
troyer-syndrome	Troyer syndrome	G11.4	D015419,D010264	275900	230264003	C0393559,C0037773
tubb4a-related-leukodystrophy	TUBB4A-related leukodystrophy		D020279	612438		C2676244
tuberous-sclerosis-complex	Tuberous sclerosis complex	Q85.1	D014402	613254,191100	36025004,7199000	C1854465,C1860707
tubular-aggregate-myopathy	Tubular aggregate myopathy		D020914	160565	240087000	C4011726
tumor-necrosis-factor-receptor-associated-periodic-syndrome	Tumor necrosis factor receptor-associated periodic syndrome		D056660	142680	403833009	C1275126
turner-syndrome	Turner syndrome	Q96.1,Q96,Q96.0,Q96.3,Q96.2,Q96.4,Q96.8,Q96.9	D014424		38804009	C0041408
type-1-diabetes	Type 1 diabetes	E10,E10.339,E10.610,E10.63,E10.321,E10.341,E10.36,E10.39,E10.622,E10.630,E10.43,E10.11,E10.359,E10.8,E10.65,E10.49,E10.10,E10.621,E10.311,E10.6,E10.62,E10.40,O24.01,E10.9,E10.69,E10.59,E10.641,E10.4,E10.5,E10.31,E10.52,E10.44,E10.64,E10.29,E10.329,E10.349,E10.22,E10.51,E10.351,E10.331,E10.638,O24.012,E10.21,E10.61,E10.618,O24.011,E10.3,E10.628,E10.41,E10.42,O24.019,E10.34,E10.649,O24.013,E10.1,E10.33,E10.620,E10.32,E10.35,E10.2,E10.319	D003922	600321,600318,601941,610155,612522,603266,222100,601388,601666,600319,601942,600320,601208,600883,612520,612622,300136,125852,601318,612521,605598,613006	46635009,870528001	C0011854,C1838260,C1852092,C2675864,C1866040,C1832392
type-a-insulin-resistance-syndrome	Type A insulin resistance syndrome		D000052,D007333	610549	237651005,24203005	C0342278
tyrosine-hydroxylase-deficiency	Tyrosine hydroxylase deficiency		D020734	605407	715827001	CN263399,C2673535
tyrosinemia	Tyrosinemia	E70.21	D020176	276600,276710,276700	190694001,56595005,410056006,413356003,415764005,124536006,75387001,52452006,124287008,271847005,4887000,27373000	C0268623,C0268487,C0268490
ulcerative-colitis	Ulcerative colitis	K51.5,K51.019,K51.01,K51.312,K51.318,K51.913,K51.518,K51.313,K51.90,K51.314,K51.219,K51.511,K51.20,K51.218,K51.50,K51.91,K51.819,K51.0,K51.214,K51.014,K51.9,K51.011,K51.818,K51.211,K51.814,K51.51,K51.914,K51.919,K51.213,K51.013,K51.018,K51.811,K51.514,K51.2,K51,K51.3,K51.911,K51.81,K51.212,K51.30,K51.31,K51.319,K51.8,K51.813,K51.912,K51.918,K51.21,K51.012,K51.00,K51.311,K51.512,K51.812,K51.80,K51.519,K51.513	D003093	266600	64766004	C0009319
unc80-deficiency	UNC80 deficiency		D053447,D001927	616801		C4225203
uncombable-hair-syndrome	Uncombable hair syndrome		D006201	191480,617252,617251	254230001	
unverricht-lundborg-disease	Unverricht-Lundborg disease		D020194	254800	230423006	C0751785
uromodulin-associated-kidney-disease	Uromodulin-associated kidney disease		D007674	162000	46785007,723373006	C4551496
usher-syndrome	Usher syndrome		D052245	611383,602083,276901,601067,276900,606943,614869,276904,276902,612632,605472,614504,602097,614990	232057003,73119000,57838006	C1848604,C1865865,C3148929,C3539124,C0339534,C3281066,C1865885,C1847089,C1848634,C2675458,C1568248,C2931206,C2931213,C1568247,C0271097,C1832845,C3553944,CN121478,C1568249
uv-sensitive-syndrome	UV-sensitive syndrome		D010787	614621,600630,614640	698253007	C3553328,C3553298,C3551173
van-der-woude-syndrome	Van der Woude syndrome		D019465	119300	79261008	C4551864
very-long-chain-acyl-coa-dehydrogenase-deficiency	Very long-chain acyl-CoA dehydrogenase deficiency	E71.310	D008052	201475	237997005	C3887523
vexas-syndrome	VEXAS syndrome			301054		
vibratory-urticaria	Vibratory urticaria	L50.4	D014581,D000799	125630	51247001	
vici-syndrome	Vici syndrome		D007153,D000015	242840	719824001	C1855772
vitamin-d-dependent-rickets	Vitamin D-dependent rickets	E83.32	D012279	277440,600785,600081,264700	68295002	C0342646,C0268689
vitelliform-macular-dystrophy	Vitelliform macular dystrophy		D057826	608161,153700	90036004	C0339510,C1842914
vitiligo	Vitiligo	H02.734,L80,H02.736,H02.731,H02.733,H02.73,H02.732,H02.735,H02.739	D014820	193200,606579	56727007	
vldlr-associated-cerebellar-hypoplasia	VLDLR-associated cerebellar hypoplasia		D002524	224050	230782004	C0394006
vohwinkel-syndrome	Vohwinkel syndrome		D007645	124500,604117	24559001	C0265964,C1858805
von-hippel-lindau-syndrome	Von Hippel-Lindau syndrome	Q85.8	D006623	193300	46659004	C0019562
von-willebrand-disease	Von Willebrand disease	D68.0	D014842	277480,613554,193400	359700009,359732009,359721009,860725002,234448003,359704000,12501008,359717002,87397002,128105004,128106003,24663001,234446004,359729006,35066007,359714009,359725000,128113003,234450006,19520006,128107007,234447008,359711001,128114009,128108002,52137009,1908008,359709005,71723006	C0042974
waardenburg-syndrome	Waardenburg syndrome		D014849	613265,600193,277580,613266,606662,193510,611584,148820,193500	47434006	C1847722,C1860339,C1848519,C2750452,C1847800,C1837203,C2700405,C1838447,C2750457
wagner-syndrome	Wagner syndrome		D012162	143200	232064001	C1840452
wagr-syndrome	WAGR syndrome		D017624	194072,612469	4135001	C2675904,C0206115
waldenstrom-macroglobulinemia	Waldenström macroglobulinemia	C88.0	D008258	153600	190818004	C1835192
walker-warburg-syndrome	Walker-Warburg syndrome		D058494	616538,615287,614643,253800,615181,236670,615249,613154,614830,613150,613153,615041	111504002	C0265221
warfarin-resistance	Warfarin resistance		D004305	122700	871777003,293344008	C0750384
warfarin-sensitivity	Warfarin sensitivity		D004305	122700	871777003,726543008	C0750384
warsaw-breakage-syndrome	Warsaw breakage syndrome		D049914	613398	702829000	C3150658
weaver-syndrome	Weaver syndrome		D000015	277590	63119004	C0265210
weill-marchesani-syndrome	Weill-Marchesani syndrome		D056846	277600,608328	2884008	C1869115,C0265313,C4552002
weissenbacher-zweymuller-syndrome	Weissenbacher-Zweymüller syndrome		D003095	184840	699313003	C1848488
werner-syndrome	Werner syndrome		D014898	277700	51626007	C0043119
weyers-acrofacial-dysostosis	Weyers acrofacial dysostosis		D004413	193530	277807007	C0457013
white-sponge-nevus	White sponge nevus		D053529	615785,193900	389203001	C4014321,C4011926
white-sutton-syndrome	White-Sutton syndrome		D008607	616364		C4225351
wiedemann-rautenstrauch-syndrome	Wiedemann-Rautenstrauch syndrome		D011371	264090	238874008	C0406586
williams-syndrome	Williams syndrome		D018980	194050	63247009	C0175702
wilms-tumor	Wilms tumor	Z85.528	D009396	194071,194070,194090,601363,601583,616806	25081006,302849000	C3887743,CN033288,C1832099,C1832426,C3891301
wilson-disease	Wilson disease	E83.01	D006527	277900	88518009	C0019202
winchester-syndrome	Winchester syndrome		D010014	277950	254151006	C0432289
wiskott-aldrich-syndrome	Wiskott-Aldrich syndrome	D82.0	D014923	301000	36070007	C0043194
wolff-parkinson-white-syndrome	Wolff-Parkinson-White syndrome	I45.6	D014927	194200	74390002	C0043202
wolf-hirschhorn-syndrome	Wolf-Hirschhorn syndrome	Q93.3	D054877	194190	17122004	C1956097
wolfram-syndrome	Wolfram syndrome		D014929	222300,604928	70694009	C1858028,C0043207
woodhouse-sakati-syndrome	Woodhouse-Sakati syndrome		D001480,D007006	241080	237616002	C0342286
xeroderma-pigmentosum	Xeroderma pigmentosum	Q82.1	D014983	278780,278700,278750,278760,278720,610651,278740,278730	68637004,42530008,1073003,36454001,25784009,44600005,414673004	C2752147,C0268141,C0268136,C1848410,C1848411,C0043346,C0268138,CN119607,C0268135,C0268140
xia-gibbs-syndrome	Xia-Gibbs syndrome		D008607	615829		C4014419
x-linked-acrogigantism	X-linked acrogigantism		D005877	300942		C3891556
x-linked-adrenal-hypoplasia-congenita	X-linked adrenal hypoplasia congenita		D000307	300200	237764004	C0342482
x-linked-adrenoleukodystrophy	X-linked adrenoleukodystrophy	E71.528,E71.521,E71.520,E71.52,E71.529,E71.522	D000326	300100	65389002,366951000119109,367041000119108	C0162309
x-linked-agammaglobulinemia	X-linked agammaglobulinemia	D80.0	D000361	300755	65880007	C0221026
x-linked-cardiac-valvular-dysplasia	X-linked cardiac valvular dysplasia		D016127	314400	5203004	
x-linked-chondrodysplasia-punctata-1	X-linked chondrodysplasia punctata 1	Q77.3	D002806	302950	254082007	C1844853
x-linked-chondrodysplasia-punctata-2	X-linked chondrodysplasia punctata 2	Q77.3	D002806	302960	398719004	C0282102
x-linked-congenital-stationary-night-blindness	X-linked congenital stationary night blindness	H53.63	D009755	300071,310500	232061009	C3495587,C0339535,C1848172
x-linked-creatine-deficiency	X-linked creatine deficiency		D020739	300352	698290008	C1845862
x-linked-dilated-cardiomyopathy	X-linked dilated cardiomyopathy	I42.0	D002311	302045	702424003	C3668940
x-linked-dystonia-parkinsonism	X-linked dystonia-parkinsonism		D020734	314250	698279003	C1839130
x-linked-hyper-igm-syndrome	X-linked hyper IgM syndrome	D80.5	D053307	308230	403835002	C0398689
x-linked-immunodeficiency-with-magnesium-defect-epstein-barr-virus-infection-and-neoplasia	X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection, and neoplasia		D008231	300853	711481001	C3275445
x-linked-infantile-nystagmus	X-linked infantile nystagmus	H55.01	D020417	310700	64635004,307671001	C1839580
x-linked-infantile-spinal-muscular-atrophy	X-linked infantile spinal muscular atrophy		D014897	301830	719836007	C1844934
x-linked-intellectual-disability-siderius-type	X-linked intellectual disability, Siderius type		D038901	300263	718908009	C1846055
x-linked-juvenile-retinoschisis	X-linked juvenile retinoschisis		D041441	312700	86923008,95493003,232013002,232014008	C3714753
x-linked-lissencephaly-with-abnormal-genitalia	X-linked lissencephaly with abnormal genitalia	Q04.3	D054221	300215	717632002	C1846171
x-linked-lymphoproliferative-disease	X-linked lymphoproliferative disease	D82.3	D008232	308240,300635	77121009	C0549463,C5399825,C1845076
x-linked-myotubular-myopathy	X-linked myotubular myopathy	G71.2	D020914	310400	46804001	C0410203
x-linked-severe-combined-immunodeficiency	X-linked severe combined immunodeficiency		D053632	300400	203592006	C1279481
x-linked-sideroblastic-anemia-and-ataxia	X-linked sideroblastic anemia and ataxia	D64.0	D000756	301310	62677000	C1845028
x-linked-sideroblastic-anemia	X-linked sideroblastic anemia	D64.0	D000756	300751	62677000	C4551511
x-linked-spondyloepiphyseal-dysplasia-tarda	X-linked spondyloepiphyseal dysplasia tarda	Q77.7	D010009	313400	51952004	C3541456
x-linked-thrombocytopenia	X-linked thrombocytopenia	D69.42	D013921	313900	37492005	C1839163
yao-syndrome	Yao syndrome		D056660	617321		C4310620
y-chromosome-infertility	Y chromosome infertility		D007248	415000,400042	236791009	C4551960,C1839071
yuan-harel-lupski-syndrome	Yuan-Harel-Lupski syndrome		D015417,D002658,D058674	616652		
zap70-related-severe-combined-immunodeficiency	ZAP70-related severe combined immunodeficiency		D016511	176947	190993005	C5575025
zellweger-spectrum-disorder	Zellweger spectrum disorder	E71.510,E71.511,G60.1	D015211	214110,266510,614862,614886,202370,601539,214100,614866,614876,614872,614882,614883,614920,614859,614887,614870	88469006,238061001,238062008	C1832200,C4721541,C0282527,C3550234
