name	ghr-page	reviewed	published
Stevens-Johnson syndrome/toxic epidermal necrolysis	https://medlineplus.gov/genetics/condition/stevens-johnson-syndrome-toxic-epidermal-necrolysis	2020-01	2020-08-18
Stickler syndrome	https://medlineplus.gov/genetics/condition/stickler-syndrome	2016-03	2023-08-22
Stormorken syndrome	https://medlineplus.gov/genetics/condition/stormorken-syndrome	2014-08	2020-08-18
Sturge-Weber syndrome	https://medlineplus.gov/genetics/condition/sturge-weber-syndrome	2018-10	2020-08-18
Stüve-Wiedemann syndrome	https://medlineplus.gov/genetics/condition/stuve-wiedemann-syndrome	2016-04	2023-04-04
Subcortical band heterotopia	https://medlineplus.gov/genetics/condition/subcortical-band-heterotopia	2019-04	2020-08-18
Succinate-CoA ligase deficiency	https://medlineplus.gov/genetics/condition/succinate-coa-ligase-deficiency	2009-08	2020-08-18
Succinic semialdehyde dehydrogenase deficiency	https://medlineplus.gov/genetics/condition/succinic-semialdehyde-dehydrogenase-deficiency	2008-06	2020-08-18
Succinyl-CoA:3-ketoacid CoA transferase deficiency	https://medlineplus.gov/genetics/condition/succinyl-coa3-ketoacid-coa-transferase-deficiency	2011-12	2021-04-19
Sudden infant death with dysgenesis of the testes syndrome	https://medlineplus.gov/genetics/condition/sudden-infant-death-with-dysgenesis-of-the-testes-syndrome	2014-12	2023-10-27
Supravalvular aortic stenosis	https://medlineplus.gov/genetics/condition/supravalvular-aortic-stenosis	2012-05	2022-02-24
Surfactant dysfunction	https://medlineplus.gov/genetics/condition/surfactant-dysfunction	2017-07	2020-08-18
Swyer syndrome	https://medlineplus.gov/genetics/condition/swyer-syndrome	2022-02	2022-02-25
Systemic lupus erythematosus	https://medlineplus.gov/genetics/condition/systemic-lupus-erythematosus	2022-04	2022-04-27
Systemic mastocytosis	https://medlineplus.gov/genetics/condition/systemic-mastocytosis	2018-10	2020-08-18
Systemic scleroderma	https://medlineplus.gov/genetics/condition/systemic-scleroderma	2020-07	2023-03-01
Sézary syndrome	https://medlineplus.gov/genetics/condition/sezary-syndrome	2021-05	2023-03-01
T-cell immunodeficiency, congenital alopecia, and nail dystrophy	https://medlineplus.gov/genetics/condition/t-cell-immunodeficiency-congenital-alopecia-and-nail-dystrophy	2014-08	2020-08-18
TK2-related mitochondrial DNA depletion syndrome, myopathic form	https://medlineplus.gov/genetics/condition/tk2-related-mitochondrial-dna-depletion-syndrome-myopathic-form	2013-09	2020-08-18
TRNT1 deficiency	https://medlineplus.gov/genetics/condition/trnt1-deficiency	2017-12	2023-03-01
TUBB4A-related leukodystrophy	https://medlineplus.gov/genetics/condition/tubb4a-related-leukodystrophy	2017-08	2020-08-18
Tangier disease	https://medlineplus.gov/genetics/condition/tangier-disease	2010-03	2023-10-30
Tarsal-carpal coalition syndrome	https://medlineplus.gov/genetics/condition/tarsal-carpal-coalition-syndrome	2012-04	2020-08-18
Task-specific focal dystonia	https://medlineplus.gov/genetics/condition/task-specific-focal-dystonia	2012-12	2020-08-18
Tay-Sachs disease	https://medlineplus.gov/genetics/condition/tay-sachs-disease	2021-09	2021-09-30
Terminal osseous dysplasia	https://medlineplus.gov/genetics/condition/terminal-osseous-dysplasia	2020-11	2023-03-24
Tetra-amelia syndrome	https://medlineplus.gov/genetics/condition/tetra-amelia-syndrome	2008-02	2023-02-17
Tetrahydrobiopterin deficiency	https://medlineplus.gov/genetics/condition/tetrahydrobiopterin-deficiency	2011-07	2020-08-18
Tetrasomy 18p	https://medlineplus.gov/genetics/condition/tetrasomy-18p	2016-04	2020-09-08
Thanatophoric dysplasia	https://medlineplus.gov/genetics/condition/thanatophoric-dysplasia	2012-10	2020-08-18
Thiamine-responsive megaloblastic anemia syndrome	https://medlineplus.gov/genetics/condition/thiamine-responsive-megaloblastic-anemia-syndrome	2009-02	2020-08-18
Thiopurine S-methyltransferase deficiency	https://medlineplus.gov/genetics/condition/thiopurine-s-methyltransferase-deficiency	2015-04	2023-07-17
Thrombocytopenia-absent radius syndrome	https://medlineplus.gov/genetics/condition/thrombocytopenia-absent-radius-syndrome	2017-02	2023-03-01
Thrombotic thrombocytopenic purpura	https://medlineplus.gov/genetics/condition/thrombotic-thrombocytopenic-purpura	2020-05	2020-08-18
Tibial muscular dystrophy	https://medlineplus.gov/genetics/condition/tibial-muscular-dystrophy	2012-02	2020-08-18
Tietz syndrome	https://medlineplus.gov/genetics/condition/tietz-syndrome	2015-12	2020-08-18
Timothy syndrome	https://medlineplus.gov/genetics/condition/timothy-syndrome	2020-02	2023-07-26
Tourette syndrome	https://medlineplus.gov/genetics/condition/tourette-syndrome	2013-05	2023-04-17
Townes-Brocks Syndrome	https://medlineplus.gov/genetics/condition/townes-brocks-syndrome	2020-06	2020-08-18
Transcobalamin deficiency	https://medlineplus.gov/genetics/condition/transcobalamin-deficiency	2014-10	2020-08-18
Transthyretin amyloidosis	https://medlineplus.gov/genetics/condition/transthyretin-amyloidosis	2009-01	2020-08-18
Treacher Collins syndrome	https://medlineplus.gov/genetics/condition/treacher-collins-syndrome	2012-06	2023-08-18
Trichohepatoenteric syndrome	https://medlineplus.gov/genetics/condition/trichohepatoenteric-syndrome	2014-03	2020-08-18
Trichorhinophalangeal syndrome type I	https://medlineplus.gov/genetics/condition/trichorhinophalangeal-syndrome-type-i	2017-06	2020-08-18
Trichorhinophalangeal syndrome type II	https://medlineplus.gov/genetics/condition/trichorhinophalangeal-syndrome-type-ii	2017-06	2020-09-08
Trichothiodystrophy	https://medlineplus.gov/genetics/condition/trichothiodystrophy	2010-05	2023-08-18
Trimethylaminuria	https://medlineplus.gov/genetics/condition/trimethylaminuria	2021-09	2022-11-14
Triosephosphate isomerase deficiency	https://medlineplus.gov/genetics/condition/triosephosphate-isomerase-deficiency	2014-08	2020-08-18
Triple A syndrome	https://medlineplus.gov/genetics/condition/triple-a-syndrome	2010-02	2023-07-26
Trisomy 13	https://medlineplus.gov/genetics/condition/trisomy-13	2021-09	2021-09-09
Trisomy 18	https://medlineplus.gov/genetics/condition/trisomy-18	2021-02	2021-02-16
Trisomy X	https://medlineplus.gov/genetics/condition/trisomy-x	2022-02	2022-03-01
Troyer syndrome	https://medlineplus.gov/genetics/condition/troyer-syndrome	2008-01	2021-04-27
Tuberous sclerosis complex	https://medlineplus.gov/genetics/condition/tuberous-sclerosis-complex	2022-01	2022-05-16
Tubular aggregate myopathy	https://medlineplus.gov/genetics/condition/tubular-aggregate-myopathy	2017-03	2020-08-18
Tumor necrosis factor receptor-associated periodic syndrome	https://medlineplus.gov/genetics/condition/tumor-necrosis-factor-receptor-associated-periodic-syndrome	2016-02	2020-08-18
Turner syndrome	https://medlineplus.gov/genetics/condition/turner-syndrome	2017-10	2023-08-01
Type 1 diabetes	https://medlineplus.gov/genetics/condition/type-1-diabetes	2013-03	2023-07-19
Type 2 diabetes	https://medlineplus.gov/genetics/condition/type-2-diabetes	2017-11	2023-07-19
Type A insulin resistance syndrome	https://medlineplus.gov/genetics/condition/type-a-insulin-resistance-syndrome	2014-12	2023-07-19
Tyrosine hydroxylase deficiency	https://medlineplus.gov/genetics/condition/tyrosine-hydroxylase-deficiency	2009-04	2023-08-22
Tyrosinemia	https://medlineplus.gov/genetics/condition/tyrosinemia	2015-08	2023-08-11
UNC80 deficiency	https://medlineplus.gov/genetics/condition/unc80-deficiency	2017-12	2020-08-18
UV-sensitive syndrome	https://medlineplus.gov/genetics/condition/uv-sensitive-syndrome	2012-07	2020-08-18
Ulcerative colitis	https://medlineplus.gov/genetics/condition/ulcerative-colitis	2016-01	2023-08-28
Uncombable hair syndrome	https://medlineplus.gov/genetics/condition/uncombable-hair-syndrome	2017-05	2020-08-18
Unverricht-Lundborg disease	https://medlineplus.gov/genetics/condition/unverricht-lundborg-disease	2008-06	2020-08-18
Uromodulin-associated kidney disease	https://medlineplus.gov/genetics/condition/uromodulin-associated-kidney-disease	2009-12	2023-08-30
Usher syndrome	https://medlineplus.gov/genetics/condition/usher-syndrome	2021-05	2023-08-21
VACTERL association	https://medlineplus.gov/genetics/condition/vacterl-association	2011-12	2020-08-18
VEXAS syndrome	https://medlineplus.gov/genetics/condition/vexas-syndrome	None	2023-01-30
VLDLR-associated cerebellar hypoplasia	https://medlineplus.gov/genetics/condition/vldlr-associated-cerebellar-hypoplasia	2009-10	2020-08-18
Van der Woude syndrome	https://medlineplus.gov/genetics/condition/van-der-woude-syndrome	2008-04	2022-07-07
Very long-chain acyl-CoA dehydrogenase deficiency	https://medlineplus.gov/genetics/condition/very-long-chain-acyl-coa-dehydrogenase-deficiency	2021-11	2023-07-19
Vibratory urticaria	https://medlineplus.gov/genetics/condition/vibratory-urticaria	2016-07	2020-08-18
Vici syndrome	https://medlineplus.gov/genetics/condition/vici-syndrome	2018-08	2023-08-28
Vitamin D-dependent rickets	https://medlineplus.gov/genetics/condition/vitamin-d-dependent-rickets	2017-12	2020-08-18
Vitelliform macular dystrophy	https://medlineplus.gov/genetics/condition/vitelliform-macular-dystrophy	2022-02	2022-02-14
Vitiligo	https://medlineplus.gov/genetics/condition/vitiligo	2022-02	2023-07-17
Vohwinkel syndrome	https://medlineplus.gov/genetics/condition/vohwinkel-syndrome	2012-11	2020-08-18
Von Hippel-Lindau syndrome	https://medlineplus.gov/genetics/condition/von-hippel-lindau-syndrome	2018-10	2020-08-18
Von Willebrand disease	https://medlineplus.gov/genetics/condition/von-willebrand-disease	2012-12	2023-08-08
WAGR syndrome	https://medlineplus.gov/genetics/condition/wagr-syndrome	2014-12	2023-06-28
Waardenburg syndrome	https://medlineplus.gov/genetics/condition/waardenburg-syndrome	2016-08	2023-04-04
Wagner syndrome	https://medlineplus.gov/genetics/condition/wagner-syndrome	2014-07	2023-08-22
Waldenström macroglobulinemia	https://medlineplus.gov/genetics/condition/waldenstrom-macroglobulinemia	2021-09	2021-09-24
Walker-Warburg syndrome	https://medlineplus.gov/genetics/condition/walker-warburg-syndrome	2017-01	2023-08-11
Warfarin resistance	https://medlineplus.gov/genetics/condition/warfarin-resistance	2018-09	2020-09-28
Warfarin sensitivity	https://medlineplus.gov/genetics/condition/warfarin-sensitivity	2018-09	2020-09-28
Warsaw breakage syndrome	https://medlineplus.gov/genetics/condition/warsaw-breakage-syndrome	2014-02	2020-08-18
Weaver syndrome	https://medlineplus.gov/genetics/condition/weaver-syndrome	2016-03	2020-08-18
Weill-Marchesani syndrome	https://medlineplus.gov/genetics/condition/weill-marchesani-syndrome	2015-02	2020-08-18
Weissenbacher-Zweymüller syndrome	https://medlineplus.gov/genetics/condition/weissenbacher-zweymuller-syndrome	2016-05	2023-08-23
Werner syndrome	https://medlineplus.gov/genetics/condition/werner-syndrome	2022-02	2022-02-24
Weyers acrofacial dysostosis	https://medlineplus.gov/genetics/condition/weyers-acrofacial-dysostosis	2012-12	2023-03-01
White sponge nevus	https://medlineplus.gov/genetics/condition/white-sponge-nevus	2014-02	2020-08-18
White-Sutton syndrome	https://medlineplus.gov/genetics/condition/white-sutton-syndrome	2018-06	2023-03-01
Wiedemann-Rautenstrauch syndrome	https://medlineplus.gov/genetics/condition/wiedemann-rautenstrauch-syndrome	2019-03	2023-03-28
Williams syndrome	https://medlineplus.gov/genetics/condition/williams-syndrome	2022-03	2023-03-01
Wilms tumor	https://medlineplus.gov/genetics/condition/wilms-tumor	2018-09	2023-07-13
Wilson disease	https://medlineplus.gov/genetics/condition/wilson-disease	2014-01	2022-07-11
Winchester syndrome	https://medlineplus.gov/genetics/condition/winchester-syndrome	2013-12	2020-08-18
Wiskott-Aldrich syndrome	https://medlineplus.gov/genetics/condition/wiskott-aldrich-syndrome	2019-12	2023-04-04
Wolf-Hirschhorn syndrome	https://medlineplus.gov/genetics/condition/wolf-hirschhorn-syndrome	2012-04	2023-05-22
Wolff-Parkinson-White syndrome	https://medlineplus.gov/genetics/condition/wolff-parkinson-white-syndrome	2017-06	2022-07-11
Wolfram syndrome	https://medlineplus.gov/genetics/condition/wolfram-syndrome	2022-02	2023-07-19
Woodhouse-Sakati syndrome	https://medlineplus.gov/genetics/condition/woodhouse-sakati-syndrome	2016-09	2023-08-14
X-linked acrogigantism	https://medlineplus.gov/genetics/condition/x-linked-acrogigantism	2017-11	2023-05-15
X-linked adrenal hypoplasia congenita	https://medlineplus.gov/genetics/condition/x-linked-adrenal-hypoplasia-congenita	2022-05	2023-07-26
X-linked adrenoleukodystrophy	https://medlineplus.gov/genetics/condition/x-linked-adrenoleukodystrophy	2021-06	2022-10-26
X-linked agammaglobulinemia	https://medlineplus.gov/genetics/condition/x-linked-agammaglobulinemia	2015-02	2023-03-17
X-linked cardiac valvular dysplasia	https://medlineplus.gov/genetics/condition/x-linked-cardiac-valvular-dysplasia	2018-03	2020-08-18
X-linked chondrodysplasia punctata 1	https://medlineplus.gov/genetics/condition/x-linked-chondrodysplasia-punctata-1	2011-11	2022-07-01
X-linked chondrodysplasia punctata 2	https://medlineplus.gov/genetics/condition/x-linked-chondrodysplasia-punctata-2	2011-11	2021-04-07
X-linked congenital stationary night blindness	https://medlineplus.gov/genetics/condition/x-linked-congenital-stationary-night-blindness	2009-05	2020-08-18
X-linked creatine deficiency	https://medlineplus.gov/genetics/condition/x-linked-creatine-deficiency	2015-06	2023-02-06
X-linked dilated cardiomyopathy	https://medlineplus.gov/genetics/condition/x-linked-dilated-cardiomyopathy	2017-02	2020-08-18
X-linked dystonia-parkinsonism	https://medlineplus.gov/genetics/condition/x-linked-dystonia-parkinsonism	2008-12	2022-11-07
X-linked hyper IgM syndrome	https://medlineplus.gov/genetics/condition/x-linked-hyper-igm-syndrome	2013-04	2023-02-06
X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection, and neoplasia	https://medlineplus.gov/genetics/condition/x-linked-immunodeficiency-with-magnesium-defect-epstein-barr-virus-infection-and-neoplasia	2014-06	2020-08-18
X-linked infantile nystagmus	https://medlineplus.gov/genetics/condition/x-linked-infantile-nystagmus	2009-09	2023-09-01
X-linked infantile spinal muscular atrophy	https://medlineplus.gov/genetics/condition/x-linked-infantile-spinal-muscular-atrophy	2018-08	2020-08-18
X-linked intellectual disability, Siderius type	https://medlineplus.gov/genetics/condition/x-linked-intellectual-disability-siderius-type	2015-06	2020-08-18
X-linked juvenile retinoschisis	https://medlineplus.gov/genetics/condition/x-linked-juvenile-retinoschisis	2015-03	2020-08-18
X-linked lissencephaly with abnormal genitalia	https://medlineplus.gov/genetics/condition/x-linked-lissencephaly-with-abnormal-genitalia	2013-08	2023-10-26
X-linked lymphoproliferative disease	https://medlineplus.gov/genetics/condition/x-linked-lymphoproliferative-disease	2021-05	2023-08-22
X-linked myotubular myopathy	https://medlineplus.gov/genetics/condition/x-linked-myotubular-myopathy	2021-06	2023-04-04
X-linked severe combined immunodeficiency	https://medlineplus.gov/genetics/condition/x-linked-severe-combined-immunodeficiency	2022-03	2022-03-18
X-linked sideroblastic anemia	https://medlineplus.gov/genetics/condition/x-linked-sideroblastic-anemia	2009-04	2020-08-18
X-linked sideroblastic anemia and ataxia	https://medlineplus.gov/genetics/condition/x-linked-sideroblastic-anemia-and-ataxia	2009-04	2020-08-18
X-linked spondyloepiphyseal dysplasia tarda	https://medlineplus.gov/genetics/condition/x-linked-spondyloepiphyseal-dysplasia-tarda	2018-01	2023-03-01
X-linked thrombocytopenia	https://medlineplus.gov/genetics/condition/x-linked-thrombocytopenia	2018-02	2020-08-18
Xeroderma pigmentosum	https://medlineplus.gov/genetics/condition/xeroderma-pigmentosum	2010-05	2023-06-27
Xia-Gibbs syndrome	https://medlineplus.gov/genetics/condition/xia-gibbs-syndrome	2019-02	2023-07-13
Y chromosome infertility	https://medlineplus.gov/genetics/condition/y-chromosome-infertility	2019-01	2020-09-08
Yao syndrome	https://medlineplus.gov/genetics/condition/yao-syndrome	2017-12	2020-08-18
Yuan-Harel-Lupski syndrome	https://medlineplus.gov/genetics/condition/yuan-harel-lupski-syndrome	2018-10	2023-03-01
ZAP70-related severe combined immunodeficiency	https://medlineplus.gov/genetics/condition/zap70-related-severe-combined-immunodeficiency	2015-04	2023-08-18
Zellweger spectrum disorder	https://medlineplus.gov/genetics/condition/zellweger-spectrum-disorder	2021-10	2021-10-12
